"","screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type","stripped_text"
"4161","Equipment_World","599444535",2017-10-18 02:06:01,"920470997505101826","Deere donates $1 million to help with hurricane recovery efforts https://t.co/TYV2XGbjUH https://t.co/3nCW6xhazh",0,2,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Buffer","920470994636234757","http://pbs.twimg.com/media/DMYrfiVX4AU6kpJ.jpg","https://twitter.com/Equipment_World/status/920470997505101826/photo/1",NA,"buff.ly/2yqQL58","https://buff.ly/2yqQL58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deere donates $1 million to help with hurricane recovery efforts "
"4162","BColwell_CTA","3617663605",2017-10-18 02:02:41,"920470156085776384","What is #JohnDeere's #Farmsight?
https://t.co/6unVn0Rajl #agritech #agtech $DE @JohnDeere #IoT #agriculture #farming #grains #soybeans",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","The Social Jukebox",NA,NA,NA,NA,"briandcolwell.com/2017/10/john-d…","https://briandcolwell.com/2017/10/john-deere-the-farming-productivity-of-tomorrow-an-agtech-investment-today/.html","JohnDeere","18726666","DE","JohnDeere Farmsight agritech agtech IoT agriculture farming grains soybeans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"What is #JohnDeere's #Farmsight?
"
"4163","ar_martin09","457885072",2017-10-18 01:58:34,"920469118746275841","@Matlock8 You're going to have to vacuum out the # Deere later! <f0><U+009F><U+0098><U+0082>",0,0,FALSE,NA,FALSE,NA,"920440907857612800","250390188","Matlock8","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"Matlock8","250390188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@Matlock8 You're going to have to vacuum out the # Deere later! <f0><U+009F><U+0098><U+0082>"
"4164","financialbuzz","226828258",2017-10-18 01:55:45,"920468410886062080","Deere wins trademark lawsuit in protection of green and yellow colors https://t.co/IqeYlBkozh",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Financialbuzz Feed",NA,NA,NA,NA,"financialbuzz.com/deere-wins-tra…","http://financialbuzz.com/deere-wins-trademark-lawsuit-in-protection-of-green-and-yellow-colors-903922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deere wins trademark lawsuit in protection of green and yellow colors "
"4165","tractorman1922","3128652593",2017-10-18 01:55:12,"920468274554400768","JOHN DEERE 410B LOADER BACKHOE FULL CAB TLB BACKHOE LOADER TRACTOR BOB CAT https://t.co/ZxPcx3YF5v https://t.co/Sz5dDkQTYO",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","920468271966519296","http://pbs.twimg.com/media/DMYpBDmVAAADWAZ.jpg","https://twitter.com/tractorman1922/status/920468274554400768/photo/1",NA,"dlvr.it/PwFYqs","http://dlvr.it/PwFYqs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOHN DEERE 410B LOADER BACKHOE FULL CAB TLB BACKHOE LOADER TRACTOR BOB CAT "
"4166","harleypartsman7","3004533491",2017-10-18 01:55:12,"920468274260860928","JOHN DEERE 410B LOADER BACKHOE FULL CAB TLB BACKHOE LOADER TRACTOR BOB CAT https://t.co/LoNKrLfWSe please retweet https://t.co/Fw4JmHzqVG",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","920468271488385024","http://pbs.twimg.com/media/DMYpBB0VQAAQoFV.jpg","https://twitter.com/harleypartsman7/status/920468274260860928/photo/1",NA,"dlvr.it/PwFYqm","http://dlvr.it/PwFYqm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOHN DEERE 410B LOADER BACKHOE FULL CAB TLB BACKHOE LOADER TRACTOR BOB CAT "
"4167","PNM_79","30072779",2017-10-18 01:52:00,"920467466085588992","Sick time lapse of a KIDCO John Deere 850 being floated from jobsite to jobsite in Calgary. https://t.co/hsL5MjRrBN",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android",NA,NA,NA,NA,"instagram.com/p/BaVZXTSDjw_/","https://www.instagram.com/p/BaVZXTSDjw_/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sick time lapse of a KIDCO John Deere 850 being floated from jobsite to jobsite in Calgary. "
"4168","Huff_Christian","390472901",2017-10-18 01:51:19,"920467296124063746","pulling the ol 62' john deere out of storage tomorrow to get it running again <f0><U+009F><U+0098><U+009B>",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pulling the ol 62' john deere out of storage tomorrow to get it running again <f0><U+009F><U+0098><U+009B>"
"4169","WINNews_Tas","304258002",2017-10-18 01:45:48,"920465905728884736","Police catch man riding his John Deere into service station to fill up. But say he was already on the ""gas"". Return… https://t.co/BGNjXqiq7H",2,3,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/920465905728884736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Police catch man riding his John Deere into service station to fill up. But say he was already on the ""gas"". Return… "
"4170","qctnews","30262332",2017-10-18 01:42:34,"920465095917953025","Deere wins trademark lawsuit over its iconic green and yellow color combination https://t.co/0dJQC5Iq09",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it",NA,NA,NA,NA,"dlvr.it/PwFVM5","http://dlvr.it/PwFVM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deere wins trademark lawsuit over its iconic green and yellow color combination "
"4171","ThicFlair","2551737360",2017-10-18 01:36:22,"920463533778780162","@____FABULOUS___ @IXEXOTIC_DOLL Oh hell no you didnt you pine tree smellin, took yo cousin to prom, John Deere driv… https://t.co/V5ORsGZoVe",0,0,FALSE,NA,FALSE,NA,"920463234796269568","2165070999","____FABULOUS___","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/920463533778780162","____FABULOUS___ IXEXOTIC_DOLL","2165070999 2648840867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@____FABULOUS___ @IXEXOTIC_DOLL Oh hell no you didnt you pine tree smellin, took yo cousin to prom, John Deere driv… "
"4172","acioloud","14140507",2017-10-18 01:34:42,"920463115258679296","ai eu vou ver os compositores das minhas favs e TCHAMRAM: Milton Guedes e Dudu Falcão. Sempre né? Juntou com Jason… https://t.co/gTl8qXW4mp",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/920463115258679296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ai eu vou ver os compositores das minhas favs e TCHAMRAM: Milton Guedes e Dudu Falcão. Sempre né? Juntou com Jason… "
"4173","FyerceDesign","2895606951",2017-10-18 01:32:38,"920462594476982272","Check out 2 Different  Gibson John Deere  Tractor Coffee Beverage Mugs https://t.co/7Na7x816Xa @eBay #johndeere #mugs #gibson #collectibles",3,4,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"ebay.com/i/253213697744","https://www.ebay.com/i/253213697744","eBay","19709040",NA,"johndeere mugs gibson collectibles",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Check out 2 Different  Gibson John Deere  Tractor Coffee Beverage Mugs "
"4174","EquipmentAlert","67108325",2017-10-18 01:31:00,"920462182449631233","Equipment For Sale Classified: 1990 John Deere 9500 Combine #Classified #Auction https://t.co/Gw8VswVprK",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","HubSpot",NA,NA,NA,NA,"hubs.ly/H08WSNP0","https://hubs.ly/H08WSNP0",NA,NA,NA,"Classified Auction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equipment For Sale Classified: 1990 John Deere 9500 Combine #Classified #Auction "
"4175","burden_brady","721354802593210368",2017-10-18 01:30:35,"920462076627378177","John Cougar, John Deere, John 3:16",1,6,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Cougar, John Deere, John 3:16"
"4176","PowerThrone","3021533094",2017-10-18 01:29:15,"920461741749948416","https://t.co/gMgsxV60Ls John Deere Men's 11"" Dark Brown Alloy Toe EH PO Work Boot JD4942 9.5 W https://t.co/SSmKKTtIE2",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","IFTTT","920461739141029888","http://pbs.twimg.com/media/DMYjEy7W4AA4Dex.png","https://twitter.com/PowerThrone/status/920461741749948416/photo/1",NA,"rover.ebay.com/rover/1/711-53…","http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337673626&item=332408480555&vectorid=229466&lgeo=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4177","PunnStation","891120482837299201",2017-10-18 01:29:08,"920461711408357376","Put me in John Deere’s history book that was bad",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Put me in John Deere’s history book that was bad"
"4178","PowerThrone","3021533094",2017-10-18 01:28:54,"920461653963141120","https://t.co/gPdaYrK3TF John Deere Men's 12"" Leather Western Work Boot Steel Toe Copper JD5375 9.5 M https://t.co/g9mkFTORyP",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","IFTTT","920461652251889664","http://pbs.twimg.com/media/DMYi_vPX0AA8oHE.png","https://twitter.com/PowerThrone/status/920461653963141120/photo/1",NA,"rover.ebay.com/rover/1/711-53…","http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337673626&item=332408480627&vectorid=229466&lgeo=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4179","PowerThrone","3021533094",2017-10-18 01:28:48,"920461628616986625","https://t.co/PTTgSyqQzq John Deere Men's 12"" Leather Western Work Boot Steel Toe Copper JD5375 9.5 W https://t.co/SSaTrRnm4S",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","IFTTT","920461626150703106","http://pbs.twimg.com/media/DMYi-OAXUAIKdyA.png","https://twitter.com/PowerThrone/status/920461628616986625/photo/1",NA,"rover.ebay.com/rover/1/711-53…","http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337673626&item=332408480676&vectorid=229466&lgeo=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4180","marklaneisu","1442872758",2017-10-18 01:27:47,"920461374844817409","@isufarmer @SoilPartners @FarmerElyssa Drill, same as I plant my oats with in the spring.  On old John Deere",0,1,FALSE,NA,FALSE,NA,"920459763242143744","116364497","isufarmer","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"isufarmer SoilPartners FarmerElyssa","116364497 3237171307 3192731203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@isufarmer @SoilPartners @FarmerElyssa Drill, same as I plant my oats with in the spring.  On old John Deere"
"4181","nrauhauser","15732591",2017-10-18 01:22:43,"920460098132099072","@AllSquareCat It was parked next to a 1940 John Deere WarTractor™ That's a real M1919A4 .30 cal machine gun poking… https://t.co/7yRmcTmw1g",1,0,FALSE,NA,FALSE,NA,"920451353301999616","14917011","AllSquareCat","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/920460098132099072","AllSquareCat","14917011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@AllSquareCat It was parked next to a 1940 John Deere WarTractor™ That's a real M1919A4 .30 cal machine gun poking… "
"4182","malllooorrryyy","174917317",2017-10-18 01:21:43,"920459847409307648","@TheeT_Hayes Miss u Timothy John Deere <U+2639><U+FE0F>",0,1,FALSE,NA,FALSE,NA,"920459060570394624","575019100","TheeT_Hayes","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"TheeT_Hayes","575019100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@TheeT_Hayes Miss u Timothy John Deere <U+2639><U+FE0F>"
"4183","BColwell_Invest","718868889896026112",2017-10-18 01:21:27,"920459778324946944","“We touch the #soil, we touch the seed, we touch the plant w our #technology solutions"" - @JohnDeere
https://t.co/j4ZGogN0N2 #agtech #IoT",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","The Social Jukebox",NA,NA,NA,NA,"briandcolwell.com/2017/10/john-d…","https://briandcolwell.com/2017/10/john-deere-the-farming-productivity-of-tomorrow-an-agtech-investment-today/.html","JohnDeere","18726666",NA,"soil technology agtech IoT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"“We touch the #soil, we touch the seed, we touch the plant w our #technology solutions"" - @JohnDeere
"
"4184","ipmallipnews","16549201",2017-10-18 01:21:05,"920459686897315841","Deere wins trademark lawsuit over its iconic green and yellow color combination - Quad City Times (0 visits) https://t.co/bgtNmskmTl",1,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it",NA,NA,NA,NA,"dlvr.it/PwFMjn","http://dlvr.it/PwFMjn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deere wins trademark lawsuit over its iconic green and yellow color combination - Quad City Times (0 visits) "
"4185","PowerThrone","3021533094",2017-10-18 01:19:27,"920459274844884992","https://t.co/3t9LfOrRuZ John Deere Men's 8"" Brown Electrical Hazard Waterproof Steel Toe Bo JD8604 12 M https://t.co/ur4xCtNXVu",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","IFTTT","920459273246838787","http://pbs.twimg.com/media/DMYg1QwXkAM44UM.png","https://twitter.com/PowerThrone/status/920459274844884992/photo/1",NA,"rover.ebay.com/rover/1/711-53…","http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337673626&item=332408475692&vectorid=229466&lgeo=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4186","DartLucy","3091382410",2017-10-18 01:12:10,"920457442990940160","@gr8tjude @inittowinit007 McCain STFU. your just trying to play big man on John Deere tractor and it’s too late. We… https://t.co/o9jzSxI6he",1,4,FALSE,NA,FALSE,NA,"920413479634440192","822901284655210497","gr8tjude","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/920457442990940160","gr8tjude inittowinit007","822901284655210497 4918885219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@gr8tjude @inittowinit007 McCain STFU. your just trying to play big man on John Deere tractor and it’s too late. We… "
"4187","jenannrodrigues","61837787",2017-10-18 01:08:07,"920456425809293313","John Deere Giveaway https://t.co/yf23SuU1hV",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"a.pgtb.me/wjhL5K/mGJ2v","http://a.pgtb.me/wjhL5K/mGJ2v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Deere Giveaway "
"4188","lagron34","487258315",2017-10-18 01:05:48,"920455843111407616","Gitty up John Deere! Go @Cubs !!!

Find a way to #FlyTheW https://t.co/5m9L3vxyhL",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android","920455819346329600","http://pbs.twimg.com/media/DMYdsN-UQAAWRQm.jpg","https://twitter.com/lagron34/status/920455843111407616/photo/1",NA,NA,NA,"Cubs","41144996",NA,"FlyTheW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gitty up John Deere! Go @Cubs !!!

Find a way to #FlyTheW "
"4189","briannehring","7943442",2017-10-18 01:02:06,"920454908309995520","@nategorby @caseyliss My kid’s friend has the Deere. It’s huge and fast. Fits lots of kids",0,0,FALSE,NA,FALSE,NA,"920403256173572097","18596244","nategorby","en","Twitterrific",NA,NA,NA,NA,NA,NA,"nategorby caseyliss","18596244 18119839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@nategorby @caseyliss My kid’s friend has the Deere. It’s huge and fast. Fits lots of kids"
"4190","UKTractorSales","853261302109700096",2017-10-18 01:00:06,"920454408206303232","eBay: John Deere 4WD Four Wheel Drive 2650 245M Loader Tractor JD Power Loader https://t.co/XFRbTGHtVk #tractors #farming",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it",NA,NA,NA,NA,"rssdata.net/PwFDts","http://rssdata.net/PwFDts",NA,NA,NA,"tractors farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBay: John Deere 4WD Four Wheel Drive 2650 245M Loader Tractor JD Power Loader "
"4191","USTractorSales","853266060413468672",2017-10-18 01:00:05,"920454402502148096","eBay: JOHN DEERE 2350 2WD DIESEL LOADER TRACTOR https://t.co/VFPMO3tOFo #tractors #farming https://t.co/Hgn2Psnfoo",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","920454400316915712","http://pbs.twimg.com/media/DMYcZnrVwAAwEBX.jpg","https://twitter.com/USTractorSales/status/920454402502148096/photo/1",NA,"rssdata.net/PwFDn6","http://rssdata.net/PwFDn6",NA,NA,NA,"tractors farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBay: JOHN DEERE 2350 2WD DIESEL LOADER TRACTOR "
"4192","KennyCopeMDI","861588695488634880",2017-10-18 00:58:56,"920454115326681089","@MachineryPete Will do next time close to his farm .L case,LA case, 45 Deere  combine ,&amp; C-50 two ton grain truck .
#justtonameafew",0,0,FALSE,NA,FALSE,NA,"920453311563739137","34180318","MachineryPete","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"MachineryPete","34180318",NA,"justtonameafew",NA,NA,NA,NA,NA,NA,NA,NA,NA,"@MachineryPete Will do next time close to his farm .L case,LA case, 45 Deere  combine ,&amp; C-50 two ton grain truck .
#justtonameafew"
"4193","soft_products","261544339",2017-10-18 00:57:15,"920453691093803010","Used PTO Gear Case Assemblly John Deere 466 557 430 330 535 567 467 435 530 546 https://t.co/OLxA5KUIHH",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","IFTTT",NA,NA,NA,NA,"anoubis.feuersun.info/US/categories/…","http://anoubis.feuersun.info/US/categories/twt/?item=132367206873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Used PTO Gear Case Assemblly John Deere 466 557 430 330 535 567 467 435 530 546 "
